1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th
1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512
1547429909,1547429292,1547431139,1547427506,1547430147,1547430644,1547429909,1547431139,1547430644,1547429292,1547431139,1547430644,1547430644
1547014411,1547014411,1547014411,1547014411,1547018010,1547018010,1547017446,1547017446,1547018010,1547014411,1547018010,1547017446,1547017446
1547195605,1547196222,1547195351,1547196877,1547196877,1547196877,1547195351,1547195351,1547196222,1547195869,1547195869,1547196701,1547196701
272107540,504801327,557533700,557534436,587473492,510691938,445823303,315393125,469978400,594380753,519599130,587631834,587631834
1543285418,1543286718,1543284750,1543286117,1543286117,1543285418,1543286640,1543285418,1543286718,1543286640,1543284750,1543284750,1543284750
1543286640,1543286062,1543286718,1543286117,1543285418,1543286718,1543284750,1543284750,1543286062,1543286718,1543286062,1543286600,1543286600
383082207,481283412,557528342,445941033,377353781,437498609,445940045,437494330,307998406,188862738,441576011,587631787,587631787
469978418,442359098,307993810,557533922,445823211,256915833,587473294,383084878,324368599,557532678,481389637,485922701,485922701
1547430147,1547429292,1547427506,1547431139,1547431139,1547430147,1547430147,1547429292,1547428994,1547428994,1547429909,1547429909,1547429909
1547195351,1547196701,1547195869,1547196222,1547195869,1547195351,1547196701,1547195605,1547195605,1547195351,1547195605,1547196701,1547196701
587631940,342624776,514693173,410757349,290790469,557537073,436652074,469978978,324366442,126536126,510434415,587473420,587473420
1547014411,1547017446,1547017446,1547018010,1547018010,1547014411,1547017446,1547014411,1547018010,1547017446,1547017446,1547014411,1547014411
1547196701,1547196222,1547196877,1547196877,1547196222,1547196877,1547195869,1547196701,1547195869,1547195351,1547196701,1547195351,1547195351
1547014411,1547018010,1547017446,1547018010,1547018010,1547018010,1547014411,1547018010,1547014411,1547018010,1547017446,1547014411,1547014411
1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062
584187892,587631875,450179029,525807089,437618155,557154921,194106392,307998406,510163790,504808133,174342229,442094022,442094022
1547196222,1547195605,1547195605,1547195351,1547195351,1547195605,1547195869,1547196701,1547196877,1547195869,1547195869,1547195351,1547195351
1547195869,1547195351,1547196222,1547195869,1547195605,1547196222,1547196877,1547195605,1547196701,1547195869,1547195605,1547195351,1547195351
1547018010,1547017446,1547018010,1547018010,1547014411,1547017446,1547018010,1547014411,1547014411,1547018010,1547018010,1547018010,1547018010
1543284750,1543286117,1543286600,1543286718,1543286062,1543286062,1543286117,1543286117,1543286600,1543286600,1543284750,1543286600,1543286600
1547428994,1547428994,1547427506,1547430644,1547430644,1547431139,1547430147,1547431139,1547429292,1547429909,1547430147,1547430644,1547430644
1547017446,1547014411,1547014411,1547018010,1547018010,1547018010,1547018010,1547018010,1547018010,1547014411,1547017446,1547018010,1547018010
1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512
1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512
1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151
1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062
1531787977,1531801305,1531787977,1531787589,1531787589,1531801122,1531801122,1531787977,1531787977,1531787589,1531787977,1531801305,1531801305
1547430147,1547428994,1547430644,1547429292,1547429292,1547429292,1547431139,1547428994,1547428994,1547429292,1547429909,1547427506,1547427506
1531787977,1531787589,1531801122,1531787589,1531801122,1531787589,1531787589,1531787589,1531787589,1531787977,1531801122,1531801122,1531801122
1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512
1547195351,1547196701,1547196701,1547196701,1547196701,1547196701,1547195351,1547196701,1547196222,1547195351,1547195869,1547195869,1547195869
1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062
1547178036,514692884,445929541,469978570,368671158,247719490,590438212,469978382,324373093,1547176757,365062249,587631834,587631834
256898418,437492426,384274798,584189017,584188970,437495533,460931825,256898268,594381447,397457139,324371144,557537256,557537256
481388748,187679247,469978537,587632134,349010320,504805700,324372952,557540418,557533288,1547178419,540641077,504795948,504795948
1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512
1543286600,1543286062,1543286718,1543286600,1543285418,1543284750,1543286600,1543286640,1543286600,1543286600,1543284750,1543286600,1543286600
1531801122,1531787977,1531787977,1531801305,1531801122,1531787977,1531801122,1531801122,1531801305,1531801122,1531801122,1531801305,1531801305
1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891
1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891
1543286062,1543286062,1543286600,1543286062,1543286062,1543285418,1543285418,1543286062,1543285418,1543286117,1543286600,1543286117,1543286117
1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062
1543286718,1543286718,1543284750,1543286640,1543286600,1543286117,1543286600,1543286062,1543286718,1543286600,1543286117,1543286117,1543286117
1547431139,1547429292,1547431139,1547427506,1547431139,1547429292,1547427506,1547429292,1547427506,1547430147,1547430644,1547429909,1547429909
1547014411,1547018010,1547014411,1547017446,1547018010,1547018010,1547017446,1547014411,1547017446,1547018010,1547014411,1547014411,1547014411
1547196877,1547196701,1547196877,1547195869,1547196701,1547196877,1547195605,1547195351,1547196222,1547195869,1547195351,1547196222,1547196222
1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062
1531787977,1531801122,1531787977,1531801305,1531787589,1531801305,1531801305,1531787589,1531801122,1531787977,1531801122,1531801305,1531801305
1531801122,1531787977,1531801305,1531801305,1531801122,1531801122,1531801305,1531787977,1531801122,1531787589,1531787977,1531787977,1531787977
1547196877,1547195869,1547196222,1547195351,1547195869,1547195351,1547196222,1547196222,1547195605,1547196222,1547195351,1547195605,1547195605
1547017446,1547014411,1547014411,1547017446,1547014411,1547017446,1547018010,1547014411,1547018010,1547014411,1547014411,1547018010,1547018010
1547431139,1547428994,1547430644,1547429909,1547430644,1547430147,1547427506,1547430147,1547428994,1547430644,1547428994,1547428994,1547428994
1547429292,1547430644,1547430147,1547430644,1547428994,1547427506,1547427506,1547430644,1547427506,1547430147,1547429292,1547430147,1547430147
1547429292,1547429292,1547430147,1547429909,1547430644,1547427506,1547428994,1547429909,1547430147,1547430147,1547430644,1547427506,1547427506
510508817,481386668,519598479,584299946,445935227,514692884,1543286640,469977235,247721383,383083902,584188648,557531770,557531770
1543286718,1543285418,1543286117,1543286117,1543286600,1543284750,1543286718,1543286117,1543285418,1543284750,1543286062,1543286117,1543286117
1547196701,1547195351,1547196222,1547196222,1547196701,1547195869,1547195869,1547196701,1547195869,1547196877,1547195605,1547195351,1547195351
1547430147,1547430147,1547428994,1547429909,1547430147,1547430644,1547429292,1547428994,1547430644,1547430147,1547431139,1547430644,1547430644
584187393,520003970,504905673,557537073,519855648,510508817,368671393,315393807,315395391,442595832,452600777,441649237,441649237
1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512
1547192512,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512
1547017446,1547017446,1547018010,1547014411,1547017446,1547018010,1547014411,1547017446,1547014411,1547014411,1547014411,1547014411,1547014411
1531787977,1531801122,1531787589,1531801122,1531801305,1531787589,1531801122,1531801122,1531801122,1531787977,1531787977,1531787977,1531787977
1547430147,1547427506,1547427506,1547427506,1547430644,1547427506,1547430644,1547431139,1547430644,1547430147,1547430147,1547430147,1547430147
1547195605,1547196222,1547196222,1547195869,1547196701,1547196701,1547195351,1547195869,1547196222,1547196701,1547196877,1547195351,1547195351
1543284750,1543286640,1543286640,1543286718,1543286062,1543286062,1543284750,1543285418,1543286718,1543286600,1543286640,1543286062,1543286062
1531801122,1531801122,1531787589,1531801305,1531787977,1531801122,1531801122,1531787589,1531787977,1531801305,1531787977,1531801305,1531801305
1547196701,1547195605,1547196877,1547195605,1547196701,1547195605,1547196701,1547195351,1547195605,1547196222,1547196877,1547196222,1547196222
1547172179,1543286640,1547170050,481384080,445934852,481387889,377351393,329872223,587631834,383039977,469979029,377359937,377359937
1547014411,1547018010,1547014411,1547017446,1547017446,1547018010,1547014411,1547017446,1547018010,1547014411,1547014411,1547014411,1547014411
1547195869,1547195605,1547195869,1547195351,1547196222,1547195351,1547196877,1547196701,1547195351,1547196877,1547196222,1547195351,1547195351
481385745,481389803,527089901,587473236,557530620,590438379,1547173540,481388565,377349028,377359357,481388200,272101859,272101859
1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512
1547196701,1547196701,1547195351,1547196877,1547196222,1547196222,1547195605,1547196222,1547196222,1547196222,1547195351,1547195351,1547195351
1547018010,1547014411,1547018010,1547017446,1547014411,1547014411,1547017446,1547014411,1547017446,1547017446,1547014411,1547014411,1547014411
1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062
1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512
1547196877,1547195605,1547195869,1547196222,1547195605,1547195351,1547196877,1547195605,1547196222,1547195869,1547195869,1547195351,1547195351
1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151
1543286718,1543286600,1543285418,1543286640,1543286640,1543286117,1543286600,1543286117,1543286640,1543286600,1543285418,1543284750,1543284750
368671191,584187947,188857358,307998406,437617377,452708430,469326359,557528704,445940061,557528704,456099520,437495395,437495395
1547017446,1547018010,1547014411,1547018010,1547017446,1547017446,1547017446,1547018010,1547014411,1547017446,1547014411,1547018010,1547018010
1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151
1543286117,1543286062,1543284750,1543286600,1543286062,1543286117,1543286600,1543285418,1543286600,1543285418,1543286640,1543286062,1543286062
1543286117,1543284750,1543286062,1543285418,1543284750,1543286640,1543285418,1543286718,1543286117,1543286718,1543286062,1543286718,1543286718
1531787977,1531787977,1531801122,1531801122,1531787977,1531801305,1531801305,1531801122,1531801305,1531787977,1531801305,1531801305,1531801305
1547018010,1547014411,1547017446,1547017446,1547018010,1547014411,1547014411,1547018010,1547014411,1547018010,1547014411,1547018010,1547018010
1547195351,1547196222,1547196222,1547196701,1547196701,1547196701,1547195869,1547196701,1547195605,1547196222,1547195605,1547196877,1547196877
1547017446,1547018010,1547018010,1547018010,1547014411,1547014411,1547017446,1547018010,1547014411,1547017446,1547018010,1547018010,1547018010
188862738,587630581,557539981,348489861,1543286640,557531859,188862803,557540049,413821382,594380318,510308383,324368250,324368250
504808133,413823233,514692884,445940920,481385142,557537073,481387734,557537073,377353282,522067685,557537073,126728362,126728362
1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062
1543286718,1543285418,1543284750,1543286640,1543285418,1543286117,1543285418,1543286718,1543286117,1543286062,1543285418,1543286117,1543286117
442359068,587632117,594380691,481389799,557537073,442595827,1543286640,469979029,448965650,509511309,256913791,557532959,557532959
